decision_package_id,monitoring_kpis,monitoring_responsible_role,escalation_required,escalation_reason,escalation_role,escalation_target_role,escalation_deadline,escalation_classification
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,,,False,,,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,,,False,,,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,,,False,,,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
