decision_action_routing_id,decision_package_id,final_readiness_status,escalation_required,escalation_status,escalation_reason,escalation_target_role,escalation_queue,escalation_timeframe_category,readiness_limitation,management_attention_required,operational_escalation_separate,governance_note
DAR-4987729E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-2ADFF6B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-26705AC5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0BBE09FC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-2D9B3621,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-AB4009FA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-3C74B5C5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-5F51FB89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-79771E48,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-F8B73CA9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E7431B6F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-22438797,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-918FAC8C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-221FF377,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-E605D8D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-0ED11F75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-7748164D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-64F562FC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-B6FBC309,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-49076815,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Requires Benefit Validation,True,Standard Review,Benefit validation required before progression,Finance,Benefit Validation Queue,Routine,Benefit validation pending,False,True,Escalation separate from analytical readiness
DAR-D32ECEA5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-4841C122,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-E8FC8FC4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-5312D8A3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-B40F0EA3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-8679C0B3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Requires Additional Scenario Analysis,True,Standard Review,Additional scenario analysis required,Analytics Team,Additional Scenario Queue,Routine,Scenario analysis pending,False,True,Escalation separate from analytical readiness
DAR-CCEFDA12,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-8277BFFC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-B9C2DFDF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-D41A78A2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-D4AF6D63,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-AFC76DD5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-7D935A78,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-085E4166,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-08BDB08D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-750EDF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-28D2D301,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-E04E13D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-3F5F7FE6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-4343723C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-83E86EF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-E44AEB29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-9BFF5838,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-B5ED7C2C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-A0AB822C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-CAEE9730,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-BF840961,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0A64507D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-9B80F7C6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-23D5D874,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-6E63C959,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E9BD62E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-ACE02453,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-F501B1EC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-ABB8588C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-3DA7AA0E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-55D93A86,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-271C04DC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-A679E660,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-5F3D529C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-CE6447FF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-C714F76B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-9BF095C5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0F9CBF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-ABC6B02B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-FBE8834F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-669416D0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-04016886,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-C1718EA0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-AA4FB234,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-DD7260E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-9ABA22BF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-3FEB44CC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-151A4D5B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-772B508D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-DAEF5320,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-88D7219F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-EC9FF5B4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-8CE27755,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-CD119622,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-2A10F2BD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-709F8738,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-2D83F753,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-CD223EA3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-607EF7DD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-E185A2D3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-EDC9CDBA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-A7576593,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-83045F60,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-2693D786,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-44A1869D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-4E924C75,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-C0047D29,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-4A4831A3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Requires Budget Data,True,Standard Review,Budget data required before progression,Finance,Budget Information Queue,Routine,Budget data pending,False,True,Escalation separate from analytical readiness
DAR-CE116C97,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-A531B511,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-F3DD26A0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-E9ADAC44,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-768884EE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-5462F0CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-94C1E348,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-2CA720DF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Requires Budget Data,True,Standard Review,Budget data required before progression,Finance,Budget Information Queue,Routine,Budget data pending,False,True,Escalation separate from analytical readiness
DAR-45744F6E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-6BEAC2FB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-2FA00D42,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-579843BD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-CFD7E5D6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-A80678B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-9D173217,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-D504E142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-38B05503,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
