contract_type,decision_readiness_id,decision_package_id,hospital,department,dominant_kpi,risk_tier,urgency,final_readiness_status,primary_queue,main_blocking_condition,next_required_action,responsible_role,approval_status,contract_field
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,,,,,,Monitoring Only,,,,,,"escalation=Monitoring,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,Surgery,Patient Satisfaction Score,,,Monitoring Only,,financial_input_condition,Escalation trigger met and valid intervention package available,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,,,,,Operational Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,,,,,Recommendation Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,,,,,Baseline Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,,,,,Scenario Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,,,,,Comparator Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,,,,,Financial Cost Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,,,,,Financial Benefit Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,,,,,Budget Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,,,,,Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,,,,,Lineage Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,,,,,Governance Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,,,,,Management Confirmation Gate=Not Applicable
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,financial_input_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,Monitoring Only,,,Escalation trigger met and valid intervention package available,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,,,,Monitoring Only,,,,,,"escalation=Monitoring,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,Surgery,Patient Satisfaction Score,,,Monitoring Only,,financial_input_condition,Escalation trigger met and valid intervention package available,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,,,,,Operational Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,,,,,Recommendation Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,,,,,Baseline Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,,,,,Scenario Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,,,,,Comparator Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,,,,,Financial Cost Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,,,,,Financial Benefit Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,,,,,Budget Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,,,,,Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,,,,,Lineage Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,,,,,Governance Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,,,,,Management Confirmation Gate=Not Applicable
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,financial_input_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,Monitoring Only,,,Escalation trigger met and valid intervention package available,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,,,,Monitoring Only,,,,,,"escalation=Monitoring,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,Surgery,Patient Satisfaction Score,,,Monitoring Only,,financial_input_condition,Escalation trigger met and valid intervention package available,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,,,,,Operational Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,,,,,Recommendation Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,,,,,Baseline Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,,,,,Scenario Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,,,,,Comparator Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,,,,,Financial Cost Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,,,,,Financial Benefit Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,,,,,Budget Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,,,,,Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,,,,,Lineage Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,,,,,Governance Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,,,,,Management Confirmation Gate=Not Applicable
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,financial_input_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,Monitoring Only,,,Escalation trigger met and valid intervention package available,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,,,,Monitoring Only,,,,,,"escalation=Monitoring,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,Surgery,Patient Satisfaction Score,,,Monitoring Only,,financial_input_condition,Escalation trigger met and valid intervention package available,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,,,,,Operational Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,,,,,Recommendation Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,,,,,Baseline Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,,,,,Scenario Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,,,,,Comparator Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,,,,,Financial Cost Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,,,,,Financial Benefit Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,,,,,Budget Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,,,,,Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,,,,,Lineage Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,,,,,Governance Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,,,,,Management Confirmation Gate=Not Applicable
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,financial_input_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,Monitoring Only,,,Escalation trigger met and valid intervention package available,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,,,,Monitoring Only,,,,,,"escalation=Monitoring,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,Surgery,Patient Satisfaction Score,,,Monitoring Only,,financial_input_condition,Escalation trigger met and valid intervention package available,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,,,,,Operational Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,,,,,Recommendation Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,,,,,Baseline Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,,,,,Scenario Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,,,,,Comparator Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,,,,,Financial Cost Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,,,,,Financial Benefit Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,,,,,Budget Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,,,,,Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,,,,,Lineage Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,,,,,Governance Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,,,,,Management Confirmation Gate=Not Applicable
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,financial_input_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,Monitoring Only,,,Escalation trigger met and valid intervention package available,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,,,,Monitoring Only,,,,,,"escalation=Monitoring,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,,Surgery,Patient Satisfaction Score,,,Monitoring Only,,financial_input_condition,Escalation trigger met and valid intervention package available,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,,,,,,,,,,,,Operational Evidence Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,,,,,,,,,,,,Recommendation Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,,,,,,,,,,,,Baseline Gate=Not Applicable
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,,,,,,,,,,,,Scenario Gate=Not Applicable
