explanation_id,decision_readiness_id,decision_scorecard_id,decision_package_id,current_readiness,why_assigned,main_blocking_condition,secondary_conditions,what_must_happen_next,who_is_responsible,permitted_management_action,what_status_does_not_mean,full_explanation,governance_note
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,Monitoring Only, This case does not currently require active intervention review.,None,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Monitoring Only. This case does not currently require active intervention review. The analytical route calls for continued observation. Monitoring requirements are present and escalation triggers are defined. Continue monitoring until escalation trigger is met. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,Monitoring Only, This case does not currently require active intervention review.,None,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Monitoring Only. This case does not currently require active intervention review. The analytical route calls for continued observation. Monitoring requirements are present and escalation triggers are defined. Continue monitoring until escalation trigger is met. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,Monitoring Only, This case does not currently require active intervention review.,None,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Monitoring Only. This case does not currently require active intervention review. The analytical route calls for continued observation. Monitoring requirements are present and escalation triggers are defined. Continue monitoring until escalation trigger is met. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Requires Lineage Completion, Source-to-decision lineage is incomplete or orphan references exist.,Requires Lineage Completion,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Lineage Completion. Source-to-decision lineage is incomplete or orphan references exist. The decision record cannot be fully traced without completing lineage. Main blocking condition: Requires Lineage Completion. Resolve Requires Lineage Completion before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Ready for Integrated Management Review, This package has passed all mandatory gates and is ready for management review.,None,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,"Current readiness: Ready for Integrated Management Review. This package has passed all mandatory gates and is ready for management review. Core risk, recommendation, scenario, and financial information is available. No absolute exclusion applies. Management can review the options and confirm specified matters. Management review may proceed. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.",Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Requires Budget Data, Affordability or budget sufficiency is required but no authoritative budget is available.,Requires Budget Data,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Budget Data. Affordability or budget sufficiency is required but no authoritative budget is available. Budget data must be supplied before financial readiness can be confirmed. Main blocking condition: Requires Budget Data. Resolve Requires Budget Data before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Requires Lineage Completion, Source-to-decision lineage is incomplete or orphan references exist.,Requires Lineage Completion,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Lineage Completion. Source-to-decision lineage is incomplete or orphan references exist. The decision record cannot be fully traced without completing lineage. Main blocking condition: Requires Lineage Completion. Resolve Requires Lineage Completion before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Ready with Conditions, This package is complete enough for management review with non-blocking conditions remaining.,None,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Ready with Conditions. This package is complete enough for management review with non-blocking conditions remaining. Core information is available but some warnings or provisional matters require attention. Management can review the options but must confirm specified matters. Resolve Ready with Conditions before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,Requires Baseline Validation," The baseline is missing, stale, inconsistent, or not representative.",Requires Baseline Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,"Current readiness: Requires Baseline Validation. The baseline is missing, stale, inconsistent, or not representative. Baseline validation status is blocking further progression. A valid baseline must be established before management review. Main blocking condition: Requires Baseline Validation. Resolve Requires Baseline Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.",Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,Requires Evidence Completion, Required evidence references are missing or applicable analytical phases are not covered.,Requires Evidence Completion,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Evidence Completion. Required evidence references are missing or applicable analytical phases are not covered. Evidence completeness is insufficient for management review. Main blocking condition: Requires Evidence Completion. Resolve Requires Evidence Completion before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,Requires Evidence Completion, Required evidence references are missing or applicable analytical phases are not covered.,Requires Evidence Completion,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Evidence Completion. Required evidence references are missing or applicable analytical phases are not covered. Evidence completeness is insufficient for management review. Main blocking condition: Requires Evidence Completion. Resolve Requires Evidence Completion before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,Requires Stakeholder Validation, A material input or assumption requires responsible-owner confirmation.,Requires Stakeholder Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Stakeholder Validation. A material input or assumption requires responsible-owner confirmation. Stakeholder confirmation is blocking and cannot be safely resolved analytically. Main blocking condition: Requires Stakeholder Validation. Resolve Requires Stakeholder Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Requires Lineage Completion, Source-to-decision lineage is incomplete or orphan references exist.,Requires Lineage Completion,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Lineage Completion. Source-to-decision lineage is incomplete or orphan references exist. The decision record cannot be fully traced without completing lineage. Main blocking condition: Requires Lineage Completion. Resolve Requires Lineage Completion before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Ready with Conditions, This package is complete enough for management review with non-blocking conditions remaining.,None,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Ready with Conditions. This package is complete enough for management review with non-blocking conditions remaining. Core information is available but some warnings or provisional matters require attention. Management can review the options but must confirm specified matters. Resolve Ready with Conditions before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Ready with Conditions, This package is complete enough for management review with non-blocking conditions remaining.,None,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Ready with Conditions. This package is complete enough for management review with non-blocking conditions remaining. Core information is available but some warnings or provisional matters require attention. Management can review the options but must confirm specified matters. Resolve Ready with Conditions before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Requires Stakeholder Validation, A material input or assumption requires responsible-owner confirmation.,Requires Stakeholder Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Stakeholder Validation. A material input or assumption requires responsible-owner confirmation. Stakeholder confirmation is blocking and cannot be safely resolved analytically. Main blocking condition: Requires Stakeholder Validation. Resolve Requires Stakeholder Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Ready with Conditions, This package is complete enough for management review with non-blocking conditions remaining.,None,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Ready with Conditions. This package is complete enough for management review with non-blocking conditions remaining. Core information is available but some warnings or provisional matters require attention. Management can review the options but must confirm specified matters. Resolve Ready with Conditions before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Requires Assumption Validation, Scenario or recommendation assumptions remain materially unconfirmed.,Requires Assumption Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Assumption Validation. Scenario or recommendation assumptions remain materially unconfirmed. Management review would be misleading without confirmation of key assumptions. Comparator assumptions require validation before proceeding. Main blocking condition: Requires Assumption Validation. Resolve Requires Assumption Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,Requires Stakeholder Validation, A material input or assumption requires responsible-owner confirmation.,Requires Stakeholder Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Stakeholder Validation. A material input or assumption requires responsible-owner confirmation. Stakeholder confirmation is blocking and cannot be safely resolved analytically. Main blocking condition: Requires Stakeholder Validation. Resolve Requires Stakeholder Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,Ready with Conditions, This package is complete enough for management review with non-blocking conditions remaining.,None,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Ready with Conditions. This package is complete enough for management review with non-blocking conditions remaining. Core information is available but some warnings or provisional matters require attention. Management can review the options but must confirm specified matters. Resolve Ready with Conditions before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
EXP-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,Requires Stakeholder Validation, A material input or assumption requires responsible-owner confirmation.,Requires Stakeholder Validation,See secondary condition register,See transition register,See responsible role register,Review and validate; no automatic decision,This is not an approval or recommendation,Current readiness: Requires Stakeholder Validation. A material input or assumption requires responsible-owner confirmation. Stakeholder confirmation is blocking and cannot be safely resolved analytically. Main blocking condition: Requires Stakeholder Validation. Resolve Requires Stakeholder Validation before readiness can advance. Responsible party varies by condition; see responsible role register. Permitted action: review and validate; no automatic decision. This classification supports management routing and does not constitute approval.,Explanation supports routing only
