queue_assignment_id,decision_action_routing_id,decision_package_id,primary_queue,secondary_queue,queue_reason,queue_priority,responsible_role,escalation_status,blocking_condition_count,pending_prerequisite_count,current_status,governance_note
QUE-17F335F6,DAR-4F29CA80,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-DB8BBC86,DAR-D907246E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-06AEE3AE,DAR-B34ED18D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-00476F46,DAR-DB446FFA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-8A683B7F,DAR-7B683739,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-252A0687,DAR-01BC7F88,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-7FCF1141,DAR-261F58D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-75C2805B,DAR-B4E4F0EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-32B3FC98,DAR-96805EF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-998D8D6C,DAR-1C08A3A4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-8CBBC619,DAR-0ACE79DD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-59B4C73A,DAR-E34A6E17,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-1614D3AA,DAR-62C93CCD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-73C10533,DAR-4987729E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-322821A8,DAR-2ADFF6B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-EAEFEBBA,DAR-26705AC5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-16686E8D,DAR-0BBE09FC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-F3819761,DAR-2D9B3621,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-3A92DC5D,DAR-AB4009FA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-538B3C3D,DAR-3C74B5C5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-0B4CFF91,DAR-5F51FB89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-8935E22D,DAR-79771E48,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-B8B1751D,DAR-F8B73CA9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-D520144D,DAR-E7431B6F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-B982B0AC,DAR-22438797,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-7E0A126F,DAR-918FAC8C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-764CFF17,DAR-221FF377,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-9D91E1CF,DAR-E605D8D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Baseline Validation Queue,,Routed based on readiness status: Requires Baseline Validation,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-FCBDCB9E,DAR-0ED11F75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-814F080B,DAR-7748164D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-81735C05,DAR-64F562FC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Evidence Completion Queue,,Routed based on readiness status: Requires Evidence Completion,Medium,,Pending Routing,1,1,Pending Routing,Prototype default - Pending Routing
QUE-74CDBB3A,DAR-B6FBC309,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-095F1F4F,DAR-49076815,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Benefit Validation Queue,,Routed based on readiness status: Requires Benefit Validation,Medium,,Pending Routing,1,7,Pending Routing,Prototype default - Pending Routing
QUE-CDDD423C,DAR-D32ECEA5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-49A506B3,DAR-4841C122,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-EA8BB3E2,DAR-E8FC8FC4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-C649C880,DAR-5312D8A3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-84DB45F0,DAR-B40F0EA3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Baseline Validation Queue,,Routed based on readiness status: Requires Baseline Validation,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-9B268495,DAR-8679C0B3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Additional Scenario Queue,,Routed based on readiness status: Requires Additional Scenario Analysis,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-904FF2B5,DAR-CCEFDA12,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-09D55FDA,DAR-8277BFFC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-ECDAA335,DAR-B9C2DFDF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-3D03D4F8,DAR-D41A78A2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-991BC6A7,DAR-D4AF6D63,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-DA756325,DAR-AFC76DD5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Baseline Validation Queue,,Routed based on readiness status: Requires Baseline Validation,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-32337BEB,DAR-7D935A78,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Baseline Validation Queue,,Routed based on readiness status: Requires Baseline Validation,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-7AD06C4D,DAR-085E4166,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-E6909956,DAR-08BDB08D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-CF3C3A1F,DAR-750EDF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-AD5ED9FE,DAR-28D2D301,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-BC999C0E,DAR-E04E13D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-DAAF3845,DAR-3F5F7FE6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-26EF22FF,DAR-4343723C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Evidence Completion Queue,,Routed based on readiness status: Requires Evidence Completion,Medium,,Pending Routing,1,1,Pending Routing,Prototype default - Pending Routing
QUE-89272F08,DAR-83E86EF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Evidence Completion Queue,,Routed based on readiness status: Requires Evidence Completion,Medium,,Pending Routing,1,1,Pending Routing,Prototype default - Pending Routing
QUE-E8230F68,DAR-E44AEB29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Conditional Review Queue,Integrated Management Review Queue,Routed based on readiness status: Ready with Conditions,Medium-High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
QUE-3D920130,DAR-9BFF5838,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Lineage Completion Queue,,Routed based on readiness status: Requires Lineage Completion,Medium,,Pending Routing,1,1,Pending Routing,Prototype default - Pending Routing
QUE-5E24E554,DAR-B5ED7C2C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-FA969A2D,DAR-A0AB822C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-05CBA25A,DAR-CAEE9730,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-8BE95920,DAR-BF840961,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-742B5CF3,DAR-0A64507D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-E59E885B,DAR-9B80F7C6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-D1FB119A,DAR-23D5D874,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-A87F5B9F,DAR-6E63C959,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-4548DEE3,DAR-E9BD62E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-A6A52B0E,DAR-ACE02453,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-F5C139ED,DAR-F501B1EC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-004A500C,DAR-ABB8588C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-C3283002,DAR-3DA7AA0E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-A89F21F2,DAR-55D93A86,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-F7C5B691,DAR-271C04DC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-3F10AC36,DAR-A679E660,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-A03402AF,DAR-5F3D529C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-24F72EC2,DAR-CE6447FF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-1CB58D07,DAR-C714F76B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-5A632D8F,DAR-9BF095C5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-055401FA,DAR-0F9CBF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-514A7049,DAR-ABC6B02B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-65BD187B,DAR-FBE8834F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-A6DA79AE,DAR-669416D0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-4856BF6E,DAR-04016886,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-34E70A3C,DAR-C1718EA0,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-88F7F760,DAR-AA4FB234,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-7344FFE9,DAR-DD7260E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-45DB939B,DAR-9ABA22BF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-96164C06,DAR-3FEB44CC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-430408E3,DAR-151A4D5B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-1E3B179E,DAR-772B508D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-62909F58,DAR-DAEF5320,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-6ECE8378,DAR-88D7219F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-B97CA3C0,DAR-EC9FF5B4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-83B87326,DAR-8CE27755,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-08A87E7A,DAR-CD119622,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-E54E33CC,DAR-2A10F2BD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,Monitoring Queue,,Routed based on readiness status: Monitoring Only,Low-Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-2E95B8AC,DAR-709F8738,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-F7F9EAF5,DAR-2D83F753,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Assumption Validation Queue,,Routed based on readiness status: Requires Assumption Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-C1484549,DAR-CD223EA3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Assumption Validation Queue,,Routed based on readiness status: Requires Assumption Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-1FB90B99,DAR-607EF7DD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Lineage Completion Queue,,Routed based on readiness status: Requires Lineage Completion,Medium,,Pending Routing,1,1,Pending Routing,Prototype default - Pending Routing
QUE-01080D6F,DAR-E185A2D3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Assumption Validation Queue,,Routed based on readiness status: Requires Assumption Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-644FEBEE,DAR-EDC9CDBA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Baseline Validation Queue,,Routed based on readiness status: Requires Baseline Validation,Medium,,Pending Routing,2,7,Pending Routing,Prototype default - Pending Routing
QUE-FA88733E,DAR-A7576593,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Assumption Validation Queue,,Routed based on readiness status: Requires Assumption Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-040C0B64,DAR-83045F60,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Assumption Validation Queue,,Routed based on readiness status: Requires Assumption Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-209DA120,DAR-2693D786,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Lineage Completion Queue,,Routed based on readiness status: Requires Lineage Completion,Medium,,Pending Routing,1,1,Pending Routing,Prototype default - Pending Routing
QUE-A647BA3A,DAR-44A1869D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Assumption Validation Queue,,Routed based on readiness status: Requires Assumption Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-9726EEA3,DAR-4E924C75,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-94F4E24C,DAR-C0047D29,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Stakeholder Validation Queue,,Routed based on readiness status: Requires Stakeholder Validation,Medium,,Pending Routing,1,6,Pending Routing,Prototype default - Pending Routing
QUE-017E69A3,DAR-4A4831A3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Budget Information Queue,,Routed based on readiness status: Requires Budget Data,Medium,,Pending Routing,1,7,Pending Routing,Prototype default - Pending Routing
QUE-B759F0E1,DAR-CE116C97,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Integrated Management Review Queue,,Routed based on readiness status: Ready for Integrated Management Review,High,,Pending Routing,0,6,Pending Routing,Prototype default - Pending Routing
