management_question_id,decision_package_id,approval_package_id,question_text,question_category,required_response_type,mandatory_flag,responsible_role,blocking_flag,source_reference
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111-MQ-003,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Is the baseline valid for the current department?,Baseline Validation,Yes/No/Partial,False,Data Steward,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111-MQ-004,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Are the comparator assumptions operationally realistic?,Scenario Validation,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111-MQ-005,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Are the required financial inputs sufficiently validated?,Financial Validation,Yes/No/Partial,False,Finance Lead,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115-MQ-003,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Is the baseline valid for the current department?,Baseline Validation,Yes/No/Partial,False,Data Steward,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115-MQ-004,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Are the comparator assumptions operationally realistic?,Scenario Validation,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115-MQ-005,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Are the required financial inputs sufficiently validated?,Financial Validation,Yes/No/Partial,False,Finance Lead,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203-MQ-003,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Is the baseline valid for the current department?,Baseline Validation,Yes/No/Partial,False,Data Steward,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203-MQ-004,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Are the comparator assumptions operationally realistic?,Scenario Validation,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203-MQ-005,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Are the required financial inputs sufficiently validated?,Financial Validation,Yes/No/Partial,False,Finance Lead,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212-MQ-003,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Is the baseline valid for the current department?,Baseline Validation,Yes/No/Partial,False,Data Steward,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212-MQ-004,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Are the comparator assumptions operationally realistic?,Scenario Validation,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212-MQ-005,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Are the required financial inputs sufficiently validated?,Financial Validation,Yes/No/Partial,False,Finance Lead,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502-MQ-003,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Is the baseline valid for the current department?,Baseline Validation,Yes/No/Partial,False,Data Steward,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502-MQ-004,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Are the comparator assumptions operationally realistic?,Scenario Validation,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502-MQ-005,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Are the required financial inputs sufficiently validated?,Financial Validation,Yes/No/Partial,False,Finance Lead,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515-MQ-003,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Is the baseline valid for the current department?,Baseline Validation,Yes/No/Partial,False,Data Steward,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515-MQ-004,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Are the comparator assumptions operationally realistic?,Scenario Validation,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515-MQ-005,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Are the required financial inputs sufficiently validated?,Financial Validation,Yes/No/Partial,False,Finance Lead,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623-MQ-003,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Is the baseline valid for the current department?,Baseline Validation,Yes/No/Partial,False,Data Steward,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623-MQ-004,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Are the comparator assumptions operationally realistic?,Scenario Validation,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623-MQ-005,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Are the required financial inputs sufficiently validated?,Financial Validation,Yes/No/Partial,False,Finance Lead,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813-MQ-003,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Is the baseline valid for the current department?,Baseline Validation,Yes/No/Partial,False,Data Steward,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813-MQ-004,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Are the comparator assumptions operationally realistic?,Scenario Validation,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813-MQ-005,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Are the required financial inputs sufficiently validated?,Financial Validation,Yes/No/Partial,False,Finance Lead,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024-MQ-003,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Is the baseline valid for the current department?,Baseline Validation,Yes/No/Partial,False,Data Steward,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024-MQ-004,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Are the comparator assumptions operationally realistic?,Scenario Validation,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024-MQ-005,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Are the required financial inputs sufficiently validated?,Financial Validation,Yes/No/Partial,False,Finance Lead,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110-MQ-003,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Is the baseline valid for the current department?,Baseline Validation,Yes/No/Partial,False,Data Steward,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110-MQ-004,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Are the comparator assumptions operationally realistic?,Scenario Validation,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110-MQ-005,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Are the required financial inputs sufficiently validated?,Financial Validation,Yes/No/Partial,False,Finance Lead,False,Step 2D-1 integrated decision model
