decision_action_routing_id,decision_package_id,final_readiness_status,action_routing_explanation,primary_permitted_action,main_blocking_action,main_blocking_reason,responsible_role,escalation_required,escalation_status,governance_note
DAR-51F39760,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,Requires Stakeholder Validation,Current readiness: Requires Stakeholder Validation. Primary permitted action: Request Stakeholder Review. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved stakeholder confirmation. Responsible role: Stakeholder Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Stakeholder Review,Proceed to Limited-Trial Consideration,Action blocked due to unresolved stakeholder confirmation,Stakeholder Owner,True,Standard Review,Explanation for management workflow support only
DAR-15057934,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,Requires Assumption Validation,Current readiness: Requires Assumption Validation. Primary permitted action: Validate Assumptions. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved assumption issues. Responsible role: Analytics Team. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Validate Assumptions,Proceed to Limited-Trial Consideration,Action blocked due to unresolved assumption issues,Analytics Team,True,Standard Review,Explanation for management workflow support only
DAR-596246CF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Requires Lineage Completion,Current readiness: Requires Lineage Completion. Primary permitted action: Request Lineage Completion. This action is permitted because the readiness status governs allowed actions. Main blocking action: Review Integrated Decision Package. Reason: Action blocked due to lineage deficiency. Responsible role: Data Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Lineage Completion,Review Integrated Decision Package,Action blocked due to lineage deficiency,Data Owner,True,Standard Review,Explanation for management workflow support only
DAR-8B037288,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-18FB64D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-C3F1A180,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Requires Assumption Validation,Current readiness: Requires Assumption Validation. Primary permitted action: Validate Assumptions. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved assumption issues. Responsible role: Analytics Team. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Validate Assumptions,Proceed to Limited-Trial Consideration,Action blocked due to unresolved assumption issues,Analytics Team,True,Standard Review,Explanation for management workflow support only
DAR-B0F9ABE0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Requires Stakeholder Validation,Current readiness: Requires Stakeholder Validation. Primary permitted action: Request Stakeholder Review. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved stakeholder confirmation. Responsible role: Stakeholder Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Stakeholder Review,Proceed to Limited-Trial Consideration,Action blocked due to unresolved stakeholder confirmation,Stakeholder Owner,True,Standard Review,Explanation for management workflow support only
DAR-436AC210,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-65082F7A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Requires Assumption Validation,Current readiness: Requires Assumption Validation. Primary permitted action: Validate Assumptions. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved assumption issues. Responsible role: Analytics Team. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Validate Assumptions,Proceed to Limited-Trial Consideration,Action blocked due to unresolved assumption issues,Analytics Team,True,Standard Review,Explanation for management workflow support only
DAR-B3C2E998,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,Requires Stakeholder Validation,Current readiness: Requires Stakeholder Validation. Primary permitted action: Request Stakeholder Review. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved stakeholder confirmation. Responsible role: Stakeholder Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Stakeholder Review,Proceed to Limited-Trial Consideration,Action blocked due to unresolved stakeholder confirmation,Stakeholder Owner,True,Standard Review,Explanation for management workflow support only
DAR-91D90854,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-0E65789B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,Requires Stakeholder Validation,Current readiness: Requires Stakeholder Validation. Primary permitted action: Request Stakeholder Review. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved stakeholder confirmation. Responsible role: Stakeholder Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Stakeholder Review,Proceed to Limited-Trial Consideration,Action blocked due to unresolved stakeholder confirmation,Stakeholder Owner,True,Standard Review,Explanation for management workflow support only
DAR-176EE90A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-C07CB25D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,Requires Stakeholder Validation,Current readiness: Requires Stakeholder Validation. Primary permitted action: Request Stakeholder Review. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved stakeholder confirmation. Responsible role: Stakeholder Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Stakeholder Review,Proceed to Limited-Trial Consideration,Action blocked due to unresolved stakeholder confirmation,Stakeholder Owner,True,Standard Review,Explanation for management workflow support only
DAR-A1A2665D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,Ready for Integrated Management Review,Current readiness: Ready for Integrated Management Review. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Standard Review,Explanation for management workflow support only
DAR-F0143175,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-B5484C62,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,Ready for Integrated Management Review,Current readiness: Ready for Integrated Management Review. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Standard Review,Explanation for management workflow support only
DAR-23D672E9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-28BD94EC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-02DF1924,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,Requires Additional Scenario Analysis,Current readiness: Requires Additional Scenario Analysis. Primary permitted action: Request Additional Scenario. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to incomplete scenario analysis. Responsible role: Analytics Team. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Additional Scenario,Proceed to Limited-Trial Consideration,Action blocked due to incomplete scenario analysis,Analytics Team,True,Standard Review,Explanation for management workflow support only
DAR-77B5EE58,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,Not Suitable for Decision Use,Current readiness: Not Suitable for Decision Use. Primary permitted action: Reject Decision Use. This action is permitted because the readiness status governs allowed actions. Main blocking action: Review Integrated Decision Package. Reason: Blocked due to nan. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Not Assessable). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Reject Decision Use,Review Integrated Decision Package,Blocked due to nan,Hospital COO / General Manager,True,Not Assessable,Explanation for management workflow support only
DAR-5231C4E3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,Ready for Integrated Management Review,Current readiness: Ready for Integrated Management Review. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Standard Review,Explanation for management workflow support only
DAR-95B8A848,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,Requires Stakeholder Validation,Current readiness: Requires Stakeholder Validation. Primary permitted action: Request Stakeholder Review. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved stakeholder confirmation. Responsible role: Stakeholder Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Stakeholder Review,Proceed to Limited-Trial Consideration,Action blocked due to unresolved stakeholder confirmation,Stakeholder Owner,True,Standard Review,Explanation for management workflow support only
DAR-31A5A4CB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-895ACABD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-AEE32709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-B2062893,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,Requires Stakeholder Validation,Current readiness: Requires Stakeholder Validation. Primary permitted action: Request Stakeholder Review. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved stakeholder confirmation. Responsible role: Stakeholder Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Stakeholder Review,Proceed to Limited-Trial Consideration,Action blocked due to unresolved stakeholder confirmation,Stakeholder Owner,True,Standard Review,Explanation for management workflow support only
DAR-6ED35B2B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,Ready for Integrated Management Review,Current readiness: Ready for Integrated Management Review. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Standard Review,Explanation for management workflow support only
DAR-33455E2F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,Requires Stakeholder Validation,Current readiness: Requires Stakeholder Validation. Primary permitted action: Request Stakeholder Review. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved stakeholder confirmation. Responsible role: Stakeholder Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Stakeholder Review,Proceed to Limited-Trial Consideration,Action blocked due to unresolved stakeholder confirmation,Stakeholder Owner,True,Standard Review,Explanation for management workflow support only
DAR-32771955,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,Ready for Integrated Management Review,Current readiness: Ready for Integrated Management Review. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Standard Review,Explanation for management workflow support only
DAR-85979769,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,Ready for Integrated Management Review,Current readiness: Ready for Integrated Management Review. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Standard Review,Explanation for management workflow support only
DAR-67B764A2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,Ready for Integrated Management Review,Current readiness: Ready for Integrated Management Review. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Standard Review,Explanation for management workflow support only
DAR-4F06A506,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,Requires Lineage Completion,Current readiness: Requires Lineage Completion. Primary permitted action: Request Lineage Completion. This action is permitted because the readiness status governs allowed actions. Main blocking action: Review Integrated Decision Package. Reason: Action blocked due to lineage deficiency. Responsible role: Data Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Lineage Completion,Review Integrated Decision Package,Action blocked due to lineage deficiency,Data Owner,True,Standard Review,Explanation for management workflow support only
DAR-5C6CFA9B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-EC563043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-0B4C4141,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-8C219A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-EC8DC8D1,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-DE81E8AC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-3D9D2EA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-22A116C9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-966E9E6B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-4E8C9D82,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-179B0B85,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-50187F50,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
