action_prerequisite_id,decision_action_routing_id,action_id,action_name,prerequisite_type,prerequisite_description,source_gate,source_condition_id,mandatory_flag,blocking_flag,responsible_role,evidence_required,current_status,completion_required_before_action
PRQ-C929A7A9,DAR-C28BEDE4,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-FE0CE812,DAR-C28BEDE4,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-F39B527E,DAR-C28BEDE4,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-815BD0B0,DAR-C28BEDE4,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-1C5B09A9,DAR-C28BEDE4,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-F0327ED7,DAR-C28BEDE4,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-A477B595,DAR-4DD779B5,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-0E7BA87A,DAR-4DD779B5,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-339DEDBE,DAR-4DD779B5,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-CDAA3C45,DAR-4DD779B5,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-6E0DC847,DAR-4DD779B5,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-856A7A71,DAR-4DD779B5,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-5C608C22,DAR-75F685D4,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-0708A1D4,DAR-75F685D4,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-4647CB53,DAR-75F685D4,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-E24A658D,DAR-75F685D4,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-76DFEA03,DAR-75F685D4,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-BD506E6B,DAR-75F685D4,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-E558900E,DAR-E108DFAA,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-8FE34E62,DAR-E108DFAA,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-67E76B8D,DAR-E108DFAA,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-FB39DE3E,DAR-E108DFAA,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-D9695C67,DAR-E108DFAA,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-FB3A31D4,DAR-E108DFAA,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-58225AC2,DAR-89FF9A00,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-90B33D19,DAR-89FF9A00,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-B18C7DCD,DAR-89FF9A00,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-8DB4E798,DAR-89FF9A00,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-4DD95C2D,DAR-89FF9A00,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-C9D31FF5,DAR-89FF9A00,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-37D65222,DAR-39E716E6,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-E4BBAED4,DAR-39E716E6,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-78B3F565,DAR-39E716E6,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-2A3F6239,DAR-39E716E6,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-5592D5BB,DAR-39E716E6,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-A3536142,DAR-39E716E6,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-E5ECEBAB,DAR-C3E2F410,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-FA6EEF72,DAR-C3E2F410,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-301E8CDB,DAR-C3E2F410,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-FA9CADD9,DAR-C3E2F410,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-FE4BB78F,DAR-C3E2F410,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-3E41BF1B,DAR-C3E2F410,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-F6202F70,DAR-011B9BEF,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-0B2399BB,DAR-011B9BEF,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-C5E17A17,DAR-011B9BEF,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-C46949F4,DAR-011B9BEF,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-79355175,DAR-011B9BEF,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-7037672E,DAR-011B9BEF,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-706A0E15,DAR-7EDBEC74,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-9EDCF2FB,DAR-7EDBEC74,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-60CDB374,DAR-7EDBEC74,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-DB259631,DAR-7EDBEC74,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-5EF22713,DAR-7EDBEC74,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-591C4DB3,DAR-7EDBEC74,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-99C6ACC1,DAR-D70E7695,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-BC2D45BB,DAR-D70E7695,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-3488D044,DAR-D70E7695,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-CEB147D3,DAR-D70E7695,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-17F7B5B2,DAR-D70E7695,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-F29B4CC5,DAR-D70E7695,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-943DA580,DAR-16C3C92C,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-DD50CB7B,DAR-16C3C92C,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-4E98A28D,DAR-16C3C92C,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-7AFC337A,DAR-16C3C92C,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-E6F96E71,DAR-16C3C92C,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-0A54A538,DAR-16C3C92C,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-9673FF13,DAR-2325718B,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-2E5F751F,DAR-2325718B,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-38853DEA,DAR-2325718B,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-AB371780,DAR-2325718B,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-B5865BB4,DAR-2325718B,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-CD93ED35,DAR-2325718B,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-819BB6BC,DAR-5177B10C,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-432B68E4,DAR-5177B10C,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-E3DC8CB6,DAR-5177B10C,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-561589B9,DAR-5177B10C,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-9EB4FA64,DAR-5177B10C,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-277C9351,DAR-5177B10C,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-135AFF82,DAR-A5F75B70,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-3DD79B2D,DAR-A5F75B70,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-71A9EAE0,DAR-A5F75B70,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-BF609CF7,DAR-A5F75B70,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-D765B84B,DAR-A5F75B70,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-379AA963,DAR-A5F75B70,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-00439038,DAR-79B648D9,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-19539CA3,DAR-79B648D9,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-FD76FD96,DAR-79B648D9,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-C9C6D088,DAR-79B648D9,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-16D6B05F,DAR-79B648D9,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-1216F1D8,DAR-79B648D9,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-3B86299E,DAR-91132CD8,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-0E019768,DAR-91132CD8,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-EB2BA46B,DAR-91132CD8,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-922BF955,DAR-91132CD8,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-2591228C,DAR-91132CD8,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-53054ECE,DAR-91132CD8,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-5B2B654E,DAR-85BE6AB8,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-E03584E8,DAR-85BE6AB8,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-45C57F63,DAR-85BE6AB8,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-10055ECA,DAR-85BE6AB8,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-D72C3BFB,DAR-85BE6AB8,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-07560D91,DAR-85BE6AB8,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-627336FC,DAR-5E72DD37,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-09448E06,DAR-5E72DD37,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-7EA31EEF,DAR-5E72DD37,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-D864A645,DAR-5E72DD37,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-79516EDD,DAR-5E72DD37,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-470C9F2C,DAR-5E72DD37,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-A165569E,DAR-BD554CF0,A002,Compare Scenario Options,Scenario Availability,At least two scenarios must be available for comparison,,,True,False,Analytics Team,Scenario comparison report,Pending,False
PRQ-45EAC75B,DAR-BD554CF0,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-8B31E0C3,DAR-BD554CF0,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-5AADF6FE,DAR-BD554CF0,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-21EB771A,DAR-BD554CF0,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-2F998970,DAR-BD554CF0,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-CF27609E,DAR-BD554CF0,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-7644164A,DAR-BC81DEE3,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-2CE0E592,DAR-BC81DEE3,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-7D3C6E01,DAR-BC81DEE3,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-927CDB13,DAR-BC81DEE3,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-E8448823,DAR-BC81DEE3,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-7EC1F5D1,DAR-BC81DEE3,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-4BDE5EBD,DAR-56A8C75D,A002,Compare Scenario Options,Scenario Availability,At least two scenarios must be available for comparison,,,True,False,Analytics Team,Scenario comparison report,Pending,False
PRQ-6069AB1B,DAR-56A8C75D,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-E7AF0760,DAR-56A8C75D,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-9C4A5646,DAR-56A8C75D,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-5ECB6F4E,DAR-56A8C75D,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-DC72AC50,DAR-56A8C75D,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-9514E399,DAR-56A8C75D,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-99FCC5B1,DAR-92187BB5,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-51CE5580,DAR-92187BB5,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-D4EB9244,DAR-92187BB5,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-43E750B0,DAR-92187BB5,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-A0794400,DAR-92187BB5,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-E2339EFC,DAR-92187BB5,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-61D2A213,DAR-0B9EB225,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-EBE1A695,DAR-0B9EB225,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-B004F929,DAR-0B9EB225,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-938039E9,DAR-0B9EB225,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-7D2CCC08,DAR-0B9EB225,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-EA7C0816,DAR-0B9EB225,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-E95139AE,DAR-0B636B36,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-BB3B6C9B,DAR-0B636B36,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-DF2EDD23,DAR-0B636B36,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-B477E9C3,DAR-0B636B36,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-2CFE0FC4,DAR-0B636B36,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-063DAD9F,DAR-0B636B36,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-1AD6FC3B,DAR-017794B2,A001,Review Integrated Decision Package,Package Completeness,Decision package must be complete,,,True,False,Analytics Team,Package completeness check,Pending,False
PRQ-CE09CF89,DAR-4D3397CA,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-A1613972,DAR-4D3397CA,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-60E91C15,DAR-4D3397CA,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-AC05828B,DAR-4D3397CA,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-624E72A1,DAR-4D3397CA,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-3030B288,DAR-4D3397CA,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-83901B4F,DAR-ED926096,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
