scenario_run_id,approval_package_id,episode_id,scenario_template_id,comparator_id,comparator_type,scenario_family,baseline_id,primary_kpi_id,scenario_execution_status,final_scenario_confidence,causality_status,contradiction_severity,provisional_warning,governance_warning,assumption_profile,assumption_set_id,assumption_values_json,overall_validation_status,baseline_validation_status,numerical_validation_status,assumption_challenge_status,governance_compliance_status,tradeoff_classification,sensitivity_classification,dominance_classification,displacement_classification,evidence_id,lineage_id,closure_status
SR-BL-C336FF5427DF84D8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,EP-HOSP-001-DEPT-PEX-kpi_001-20260915,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-C336FF5427DF84D8,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-C336FF5427DF84D8-COMP-EXP-001-BASE-0;EV-SR-BL-C336FF5427DF84D8-COMP-EXP-001-REC-1;EV-SR-BL-C336FF5427DF84D8-COMP-EXP-001-RECID-2;EV-SR-BL-C336FF5427DF84D8-COMP-EXP-001-COMP-3;EV-SR-BL-C336FF5427DF84D8-COMP-EXP-001-PKG-4;EV-SR-BL-C336FF5427DF84D8-COMP-EXP-001-EP-5,LIN-EV-SR-BL-C336FF5427DF84D8-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-C336FF5427DF84D8-COMP-EXP-001-REC-1;LIN-EV-SR-BL-C336FF5427DF84D8-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-C336FF5427DF84D8-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-C336FF5427DF84D8-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-C336FF5427DF84D8-COMP-EXP-001-EP-5,Closed — Requires Revision
SR-BL-C336FF5427DF84D8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,EP-HOSP-001-DEPT-PEX-kpi_001-20260915,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-C336FF5427DF84D8,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-C336FF5427DF84D8-COMP-HIGH-001-BASE-0;EV-SR-BL-C336FF5427DF84D8-COMP-HIGH-001-REC-1;EV-SR-BL-C336FF5427DF84D8-COMP-HIGH-001-RECID-2;EV-SR-BL-C336FF5427DF84D8-COMP-HIGH-001-COMP-3;EV-SR-BL-C336FF5427DF84D8-COMP-HIGH-001-PKG-4;EV-SR-BL-C336FF5427DF84D8-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-C336FF5427DF84D8-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-C336FF5427DF84D8-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-C336FF5427DF84D8-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-C336FF5427DF84D8-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-C336FF5427DF84D8-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-C336FF5427DF84D8-COMP-HIGH-001-EP-5,Closed — Requires Revision
SR-BL-F456BBA27891CDA2-,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,EP-HOSP-001-DEPT-PEX-kpi_001-20260915,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-F456BBA27891CDA2,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-F1AEDAE1326060E1-,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-F1AEDAE1326060E1,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-F587D2679E8D8D1B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-F587D2679E8D8D1B,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-F587D2679E8D8D1B-COMP-BASE-001-BASE-0;EV-SR-BL-F587D2679E8D8D1B-COMP-BASE-001-REC-1;EV-SR-BL-F587D2679E8D8D1B-COMP-BASE-001-RECID-2;EV-SR-BL-F587D2679E8D8D1B-COMP-BASE-001-COMP-3;EV-SR-BL-F587D2679E8D8D1B-COMP-BASE-001-PKG-4;EV-SR-BL-F587D2679E8D8D1B-COMP-BASE-001-EP-5,LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-BASE-001-REC-1;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-BASE-001-EP-5,Closed — Requires Revision
SR-BL-F587D2679E8D8D1B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-F587D2679E8D8D1B,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-F587D2679E8D8D1B-COMP-CONS-001-BASE-0;EV-SR-BL-F587D2679E8D8D1B-COMP-CONS-001-REC-1;EV-SR-BL-F587D2679E8D8D1B-COMP-CONS-001-RECID-2;EV-SR-BL-F587D2679E8D8D1B-COMP-CONS-001-COMP-3;EV-SR-BL-F587D2679E8D8D1B-COMP-CONS-001-PKG-4;EV-SR-BL-F587D2679E8D8D1B-COMP-CONS-001-EP-5,LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-CONS-001-REC-1;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-CONS-001-EP-5,Closed — Requires Revision
SR-BL-F587D2679E8D8D1B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-F587D2679E8D8D1B,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-F587D2679E8D8D1B-COMP-EXP-001-BASE-0;EV-SR-BL-F587D2679E8D8D1B-COMP-EXP-001-REC-1;EV-SR-BL-F587D2679E8D8D1B-COMP-EXP-001-RECID-2;EV-SR-BL-F587D2679E8D8D1B-COMP-EXP-001-COMP-3;EV-SR-BL-F587D2679E8D8D1B-COMP-EXP-001-PKG-4;EV-SR-BL-F587D2679E8D8D1B-COMP-EXP-001-EP-5,LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-EXP-001-REC-1;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-EXP-001-EP-5,Closed — Requires Revision
SR-BL-F587D2679E8D8D1B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-F587D2679E8D8D1B,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001-BASE-0;EV-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001-REC-1;EV-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001-RECID-2;EV-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001-COMP-3;EV-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001-PKG-4;EV-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001-EP-5,Closed — Requires Revision
SR-BL-0EFEDA38C618AF37-,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-0EFEDA38C618AF37,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-ADDCB9BA617B9813-,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-ADDCB9BA617B9813,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Stable with Magnitude Variation,,,,,Closed — Unsupported
SR-BL-06EB9F3F16F87F6B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-06EB9F3F16F87F6B,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Benefit,Stable with Magnitude Variation,,No Displacement Identified,EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-BASE-0;EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-REC-1;EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-REC-2;EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-REC-3;EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-REC-4;EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-RECID-5;EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-RECID-6;EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-COMP-7;EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-PKG-8;EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-EP-9,LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-REC-1;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-REC-2;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-REC-3;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-REC-4;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-RECID-5;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-RECID-6;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-COMP-7;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-PKG-8;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001-EP-9,Closed — Requires Revision
SR-BL-06EB9F3F16F87F6B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-06EB9F3F16F87F6B,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Stable with Magnitude Variation,,Possible Cross-KPI Displacement,EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-BASE-0;EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-REC-1;EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-REC-2;EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-REC-3;EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-REC-4;EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-RECID-5;EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-RECID-6;EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-COMP-7;EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-PKG-8;EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-EP-9,LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-REC-1;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-REC-2;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-REC-3;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-REC-4;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-RECID-5;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-RECID-6;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-COMP-7;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-PKG-8;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001-EP-9,Closed — Requires Revision
SR-BL-06EB9F3F16F87F6B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-06EB9F3F16F87F6B,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Stable with Magnitude Variation,,Possible Cross-KPI Displacement,EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-BASE-0;EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-REC-1;EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-REC-2;EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-REC-3;EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-REC-4;EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-RECID-5;EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-RECID-6;EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-COMP-7;EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-PKG-8;EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-EP-9,LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-REC-1;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-REC-2;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-REC-3;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-REC-4;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-RECID-5;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-RECID-6;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-COMP-7;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-PKG-8;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001-EP-9,Closed — Requires Revision
SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-06EB9F3F16F87F6B,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Stable with Magnitude Variation,,Possible Cross-KPI Displacement,EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-BASE-0;EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-REC-1;EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-REC-2;EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-REC-3;EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-REC-4;EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-RECID-5;EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-RECID-6;EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-COMP-7;EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-PKG-8;EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-EP-9,LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-REC-2;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-REC-3;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-REC-4;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-RECID-5;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-RECID-6;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-COMP-7;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-PKG-8;LIN-EV-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001-EP-9,Closed — Requires Revision
SR-BL-BE523B29D9937B75-,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-BE523B29D9937B75,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Stable with Magnitude Variation,,,,,Closed — Unsupported
SR-BL-73A39E1B424047FE-,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-73A39E1B424047FE,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-D0586F0E81DE2802-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-D0586F0E81DE2802,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-D0586F0E81DE2802-COMP-BASE-001-BASE-0;EV-SR-BL-D0586F0E81DE2802-COMP-BASE-001-REC-1;EV-SR-BL-D0586F0E81DE2802-COMP-BASE-001-RECID-2;EV-SR-BL-D0586F0E81DE2802-COMP-BASE-001-COMP-3;EV-SR-BL-D0586F0E81DE2802-COMP-BASE-001-PKG-4;EV-SR-BL-D0586F0E81DE2802-COMP-BASE-001-EP-5,LIN-EV-SR-BL-D0586F0E81DE2802-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-BASE-001-REC-1;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-BASE-001-EP-5,Closed — Requires Revision
SR-BL-D0586F0E81DE2802-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-D0586F0E81DE2802,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-D0586F0E81DE2802-COMP-CONS-001-BASE-0;EV-SR-BL-D0586F0E81DE2802-COMP-CONS-001-REC-1;EV-SR-BL-D0586F0E81DE2802-COMP-CONS-001-RECID-2;EV-SR-BL-D0586F0E81DE2802-COMP-CONS-001-COMP-3;EV-SR-BL-D0586F0E81DE2802-COMP-CONS-001-PKG-4;EV-SR-BL-D0586F0E81DE2802-COMP-CONS-001-EP-5,LIN-EV-SR-BL-D0586F0E81DE2802-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-CONS-001-REC-1;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-CONS-001-EP-5,Closed — Requires Revision
SR-BL-D0586F0E81DE2802-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-D0586F0E81DE2802,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-D0586F0E81DE2802-COMP-EXP-001-BASE-0;EV-SR-BL-D0586F0E81DE2802-COMP-EXP-001-REC-1;EV-SR-BL-D0586F0E81DE2802-COMP-EXP-001-RECID-2;EV-SR-BL-D0586F0E81DE2802-COMP-EXP-001-COMP-3;EV-SR-BL-D0586F0E81DE2802-COMP-EXP-001-PKG-4;EV-SR-BL-D0586F0E81DE2802-COMP-EXP-001-EP-5,LIN-EV-SR-BL-D0586F0E81DE2802-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-EXP-001-REC-1;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-EXP-001-EP-5,Closed — Requires Revision
